,F,G1,G2,G3,G4,G5,N,Q1,Q2,Q3,Q4,Q5,bnd_idx
0,0.11263434144,-1.40516791258e-05,-2.77395606485e-06,-0.0500674058915,1.56115878188,0.429623949115,1000,1.20655945108,6.13600828181,1.31138969059,1.08576082811e-05,0.152791547255,2
1,0.0707022905003,-2.86945292527e-05,-1.01635931615e-05,-0.0196977028667,2.80457124185,0.415397237944,1000,1.33355874505,3.76269597705,1.65744523187,1.36077193088e-05,0.0784908431307,2
2,0.126806765871,-2.28510316225e-05,-6.68477939669e-06,-0.0571328538918,2.0032081215,0.402446728462,1000,1.22169103645,4.16918758624,1.37275696106,1.39280088093e-05,0.194822483362,2
3,0.0787255453713,-8.78343629773e-05,-5.47742634582e-05,-0.0248775428616,6.98796772362,0.418296726891,1000,1.09294146473,1.75205290297,1.54141936892,1.36449637864e-05,0.0914358242746,2
4,0.0785449854514,-1.83717743796e-05,-4.13819659095e-06,-0.0289770861302,2.18392044531,0.489520504531,1000,1.27412253151,5.66080726777,1.31939381497,1.06893461878e-05,0.0780451139207,2
5,0.094906707311,-1.39607297944e-05,-3.43333916852e-06,-0.0331587339512,1.42556121553,0.386633769168,1000,1.39772716046,5.68598857016,1.53151581419,1.36740952913e-05,0.131294265834,2
6,0.121312259502,-7.54879853071e-06,-1.25055396594e-06,-0.0502279088083,0.873522153189,0.380371881671,1000,1.36526142307,8.27128135889,1.46119913228,1.17861217141e-05,0.192931507207,2
7,0.11201128456,-1.0413703927e-05,-1.34150329734e-06,-0.0398969233471,0.933313457435,0.345626922334,1000,1.13745263116,8.78589834686,1.63211108488,1.26908072462e-05,0.188370405885,2
8,0.0703707376579,-0.000103454918798,-5.58201815326e-05,-0.0205000355526,7.37382994646,0.436740010444,1000,1.03885859191,1.92562743845,1.58060291828,1.44523993456e-05,0.0739340451347,2
9,0.0975256693144,-1.93040056162e-05,-3.04680419783e-06,-0.0387332715146,1.58516132351,0.429386525761,1000,1.11022901796,7.05242376691,1.36572124961,1.3506855683e-05,0.123145283331,2
10,0.105217786456,-1.46201127593e-05,-3.27417759571e-06,-0.0449992517339,1.67058857475,0.434854766237,1000,1.27227110727,5.69393373093,1.31735867777,1.11196830175e-05,0.13628076303,2
11,0.0769083264066,-2.66936429905e-05,-5.07042796638e-06,-0.0273333579999,2.71813624874,0.482267996395,1000,1.04817346405,5.50105042421,1.3552038273,1.02640420054e-05,0.0767415383804,2
12,0.0859740103501,-1.13686725312e-05,-1.50066487015e-06,-0.0260678428624,1.079940023,0.367304434025,1000,1.17694725261,8.89828592165,1.67970565159,1.23908370839e-05,0.119167901343,2
13,0.107893487175,-1.9304005755e-05,-6.18455772705e-06,-0.0456962877761,2.3584790659,0.422463436276,1000,1.25491561241,3.92147196794,1.34703123721,1.0255504982e-05,0.145648797923,2
14,0.100421096967,-1.04364411557e-05,-1.97814903347e-06,-0.0354164613411,1.13815903986,0.372154059562,1000,1.32490635796,7.032343783,1.56070708139,1.21228447178e-05,0.14848930043,2
15,0.0672016254993,-2.77395606485e-05,-4.34283276007e-06,-0.0200117055985,2.18091693301,0.471698700823,1000,1.08366459954,6.9393206698,1.5118493595,1.37426018493e-05,0.0640635283804,2
16,0.117056370981,-9.41326072645e-06,-1.72803812926e-06,-0.044083118637,0.990829503799,0.354319591153,1000,1.31380873999,7.18517833819,1.5780313986,1.2484332598e-05,0.196304169055,2
17,0.122097193449,-2.44881202816e-05,-7.16226356001e-06,-0.0532695743727,2.58269638861,0.399137148764,1000,1.08141104824,3.69118368688,1.39106235712,1.02408444272e-05,0.185595703618,2
18,0.0606152717194,-3.1536697212e-05,-5.02495323129e-06,-0.0166951910099,2.72771801596,0.497757448747,1000,1.03204141547,6.46494644607,1.55233868145,1.18897096595e-05,0.051986151663,2
19,0.10294778394,-1.81444009817e-05,-5.43422529198e-06,-0.0377275532791,1.78664575793,0.379049727808,1000,1.33688776474,4.46443971456,1.52066633803,1.35526907003e-05,0.151291827608,2
20,0.12204276987,-1.64618377263e-05,-5.16137743656e-06,-0.0505500969844,1.87790425136,0.37903806355,1000,1.27782586591,4.08211091076,1.46495622547,1.11989548277e-05,0.195325396429,2
21,0.0891243244611,-6.91215282234e-05,-3.31510489893e-05,-0.0341767076155,5.2173341496,0.448997576606,1000,1.11542280305,2.32580451425,1.35173617594,1.47202802523e-05,0.102715139677,2
22,0.115189790555,-7.32142499404e-06,-1.02318042927e-06,-0.0429690796909,0.791527467941,0.354871085451,1000,1.29342704527,9.22500574089,1.58039499769,1.19426563602e-05,0.191338893329,2
23,0.0835609302041,-3.14002730761e-05,-1.29148117201e-05,-0.0257432445278,2.93762031565,0.383729869176,1000,1.29459653251,3.14617949195,1.62950949131,1.38030672259e-05,0.109206361106,2
24,0.0857249520098,-1.59388786891e-05,-2.34194649784e-06,-0.0266128797546,1.45193039642,0.377126262124,1000,1.08007516692,7.41336825937,1.63812355879,1.18432327053e-05,0.115547017851,2
25,0.100485892063,-3.07181530212e-05,-1.11185616269e-05,-0.0354323547452,2.93261291568,0.371885326883,1000,1.14263906571,3.15763666153,1.5613512565,1.19521960039e-05,0.148667452685,2
26,0.0646560925664,-5.12272381459e-05,-1.39379925657e-05,-0.0207135392206,3.90674359049,0.532367893952,1000,1.14490934202,4.20851812518,1.37810064019,1.49365637527e-05,0.0534958238598,2
27,0.0725540288744,-2.74667125155e-05,-5.54791199092e-06,-0.0255204867607,2.31037064142,0.50907191532,1000,1.21923217834,6.04817104958,1.32990187506,1.44613550449e-05,0.0665934367308,2
28,0.101770847273,-4.99312090285e-05,-3.27190391447e-05,-0.0355854225503,4.32282024304,0.3650005953,1000,1.25030938041,1.90764656665,1.58434111566,1.44066475256e-05,0.154293494457,2
29,0.112414680775,-1.03909665594e-05,-1.25055396594e-06,-0.0427380455302,0.974793309254,0.367960156312,1000,1.10646907961,9.18967419884,1.53184734499,1.17984344748e-05,0.17789513566,2
