,F,G1,G2,G3,G4,G5,N,Q1,Q2,Q3,Q4,Q5,bnd_idx
0,0.715727517891,-0.59314789873,-1002.98022315,-0.545736289829,65919.4455501,0.0,1000,1.20655945108,0.000613600828181,1.31138969059,1.08576082811e-05,0.134263849085,0
1,1.04716435099,-0.785181632759,-2198.67981503,-0.631756123965,76953.7001182,0.0,1000,1.33355874505,0.000376269597705,1.65744523187,1.36077193088e-05,0.10949694771,0
2,1.27486009915,-1.04343546574,-2466.26781846,-0.92861830133,91532.1146479,0.0,1000,1.22169103645,0.000416918758624,1.37275696106,1.39280088093e-05,0.148274161121,0
3,2.958608027,-2.70676650656,-10750.5492493,-1.91928047527,216827.840169,0.0,1000,1.09294146473,0.000175205290297,1.54141936892,1.36449637864e-05,0.113811941425,0
4,0.718897722834,-0.564185379756,-1079.29518741,-0.544828414258,67253.6664267,0.0,1000,1.27412253151,0.000566080726777,1.31939381497,1.06893461878e-05,0.109348371307,0
5,0.71899969089,-0.514369523806,-1075.38277002,-0.469438670083,52581.1525787,0.0,1000,1.39772716046,0.000568598857016,1.53151581419,1.36740952913e-05,0.127098088611,0
6,0.457143845127,-0.334815263858,-493.07515049,-0.312833857921,38786.6217757,0.0,1000,1.36526142307,0.000827128135889,1.46119913228,1.17861217141e-05,0.147643835736,0
7,0.497966369827,-0.437752378386,-508.861171633,-0.305086991774,39238.3526252,0.0,1000,1.13745263116,0.000878589834686,1.63211108488,1.26908072462e-05,0.146123468628,0
8,2.92528676554,-2.81559514337,-9998.83555609,-1.85062400512,202408.38186,0.0,1000,1.03885859191,0.000192562743845,1.58060291828,1.44523993456e-05,0.107978015045,0
9,0.808390483303,-0.728063907391,-1003.90951433,-0.591871362038,59850.3828184,0.0,1000,1.11022901796,0.000705242376691,1.36572124961,1.3506855683e-05,0.12438176111,0
10,0.74572082555,-0.586087519034,-1114.02481041,-0.566029764828,67063.1369955,0.0,1000,1.27227110727,0.000569393373093,1.31735867777,1.11196830175e-05,0.128760254343,0
11,0.840649557319,-0.801937267467,-1293.0980418,-0.620266496989,81902.3886372,0.0,1000,1.04817346405,0.000550105042421,1.3552038273,1.02640420054e-05,0.108913846127,0
12,0.450800180703,-0.382992424226,-455.432571126,-0.268364486258,36381.7373797,0.0,1000,1.17694725261,0.000889828592165,1.67970565159,1.23908370839e-05,0.123055967114,0
13,0.990137980099,-0.788944751214,-2011.87365599,-0.73499741729,96546.9747066,0.0,1000,1.25491561241,0.000392147196794,1.34703123721,1.0255504982e-05,0.131882932641,0
14,0.533553333603,-0.402679828965,-664.256097618,-0.341844511064,44012.2220504,0.0,1000,1.32490635796,0.0007032343783,1.56070708139,1.21228447178e-05,0.13282976681,0
15,0.7736215781,-0.71382805678,-974.417850437,-0.511671619977,56293.6761602,0.0,1000,1.08366459954,0.00069393206698,1.5118493595,1.37426018493e-05,0.104687842793,0
16,0.536364425502,-0.408220456397,-655.287402841,-0.339873109411,42963.003532,0.0,1000,1.31380873999,0.000718517833819,1.5780313986,1.2484332598e-05,0.148768056352,0
17,1.18035510869,-1.09139440656,-2516.11360261,-0.848466825349,115259.548866,0.0,1000,1.08141104824,0.000369118368688,1.39106235712,1.02408444272e-05,0.145198567873,0
18,0.734687560655,-0.711809011482,-984.183297177,-0.473247394203,61791.884049,0.0,1000,1.03204141547,0.000646494644607,1.55233868145,1.18897096595e-05,0.100662050554,0
19,0.955673749849,-0.714796182172,-1748.89613532,-0.628415901871,70515.4253853,0.0,1000,1.33688776474,0.000446443971456,1.52066633803,1.35526907003e-05,0.133763942536,0
20,0.937942778416,-0.733957112409,-1845.57715266,-0.640209407743,83752.7066451,0.0,1000,1.27782586591,0.000408211091076,1.46495622547,1.11989548277e-05,0.14844179881,0
21,2.68652810183,-2.40831302999,-8077.82926002,-1.98731780495,182505.227875,0.0,1000,1.11542280305,0.000232580451425,1.35173617594,1.47202802523e-05,0.117571713226,0
